"","specimen_id","age_in_days","sex","pipeline_name","pipeline_stable_id","procedure_name","procedure_stable_id","procedure_group","parameter_name","parameter_stable_id","category"
"95","a6fe4f711d3c8b27407a46a6bebcefd9",553,"female","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"96","2d1a59d86a729fa16f507a12f86d837c",560,"female","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"97","70637a41ff4b30732267a0920ac7d0d6",559,"male","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"98","438bbeee2885658d8e23b20dd34d5a75",434,"female","GMC late adult (53 weeks)","HMGULA_001","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"99","32046c267520a34f8b108488499d6c72",442,"female","GMC late adult (53 weeks)","HMGULA_001","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"100","e95f60e03956c18e0ca3c04b9ba08aef",443,"male","GMC late adult (53 weeks)","HMGULA_001","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"101","a02235448f5b009e34bbe589249a3153",439,"female","GMC late adult (53 weeks)","HMGULA_001","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"102","79436b48adadc0641d211bdeea2459c7",432,"female","GMC late adult (53 weeks)","HMGULA_001","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"103","df92d22ed7141e0adfffeed755444c6c",441,"male","GMC late adult (53 weeks)","HMGULA_001","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"104","edfb9002e631256a7d614d43e5d1a844",433,"male","GMC late adult (53 weeks)","HMGULA_001","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"105","47c9414d7c6b775ded7ad8e8eda4c9dd",428,"female","GMC late adult (53 weeks)","HMGULA_001","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"106","18dfbb12025f1fa72fc7aadbc8173b82",559,"male","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"107","c3ea481a0318825064e9691c0d3bad8c",559,"female","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"108","4fba727f5c56b552356367f814c20b26",560,"female","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"109","b6b2ebff1d87ae919cc7ba1809c5b8f4",437,"female","GMC late adult (53 weeks)","HMGULA_001","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"110","2e29e8dd578f67215e3108a1f1f0fe17",561,"male","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"111","fd19c8fd30e9c6213831bdeacd565773",558,"male","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"112","2ce9f471e9b1d007665282ceca096d65",441,"female","GMC late adult (53 weeks)","HMGULA_001","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"113","5ca45b492478536238b44087ebf3f76a",539,"male","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"114","32dabfe97583c43bfca212fe10b5ea01",559,"female","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"115","c2940de293daae3f790a254e6dbaf421",561,"female","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"116","da5ae9059ba74a87018398530271a7f0",560,"male","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"117","e2cb8b6dbad662b2c9689cdc07ddbc59",560,"male","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"118","679d54defa1baadd27c6717b469a3394",443,"female","GMC late adult (53 weeks)","HMGULA_001","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"119","9a52bba8003857370f11e6e0e624b02a",443,"female","GMC late adult (53 weeks)","HMGULA_001","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"120","cd8c31c56b143559ae109043f5598920",432,"male","GMC late adult (53 weeks)","HMGULA_001","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"121","580510718dcb05786e832800bb03c4be",441,"female","GMC late adult (53 weeks)","HMGULA_001","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"122","dbf878b3cb8fda9acc73dc7dc85e9b2c",542,"male","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"123","dd573c4f275b6f22466daeaec69e4243",440,"male","GMC late adult (53 weeks)","HMGULA_001","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
"124","92b2490c81b91f82189bfe794139d3d4",555,"female","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Eye 2 with optic nerve (within skull)","HMGULA_BLK_012_001","Not Block banked"
